,Cholesky,Random,Column
2,0.00491152736487082,0.007128440021982978,0.006775351111789663
3,0.0077867243344499374,0.008991509592516234,0.005521325549426547
4,0.005740838147976672,0.006181115524292526,0.012447255753421253
5,0.009687466071420247,0.01222409274720734,0.003978664512344692
6,0.010716279596903336,0.012105461189096216,0.010758484605349661
7,0.01279241179083356,0.010243656736136728,0.010649918128784889
8,0.013349678044972044,0.012269087590294827,0.012637195959002551
9,0.013707204777280076,0.011698526016154552,0.014173306766700824
10,0.01275448952693349,0.012296061381495176,0.012257054957013267
11,0.011770330612162374,0.012052548867993564,0.01269822495674446
12,0.012505547514465896,0.013813919876155819,0.01449149646947116
13,0.01279034515810728,0.013679115264616088,0.012280932367502826
14,0.013594583775688488,0.014256756978110763,0.013587281529856825
15,0.01419523800245199,0.014444532745996167,0.014351585955832177
16,0.014264978164513699,0.014273525217265198,0.014447296502097095
17,0.014323077828862817,0.014528174608534226,0.014606901804619508
18,0.01477491918212333,0.0153362907119942,0.013378400849823816
19,0.014130415684919797,0.01516856946683912,0.0149233194332918
20,0.014925819810175853,0.014762247941764232,0.015032355427569023
21,0.015041009890499711,0.014775880657068374,0.014620812903485396
22,0.015047966872862579,0.015221750524756055,0.015332081067033973
23,0.014450931162027262,0.014604455727801094,0.015628078515293017
24,0.014904412869501154,0.01490223261262272,0.015138603463648342
25,0.014608728918991945,0.015410625775269188,0.014758174549439994
26,0.014834719655503334,0.014908013715346745,0.015458219868232606
27,0.0150473416029526,0.015323378815264887,0.014994239041966855
28,0.015449456231720948,0.015144401204075056,0.015435254793778734
29,0.015737327983004312,0.015387247451304868,0.014765890321851678
30,0.015333888737854644,0.01572940452853602,0.014332809481156967
31,0.014670316324213553,0.015548520496378069,0.015517214219861297
32,0.015664378676879316,0.01543327581162914,0.015441926838212897
33,0.01545241198237126,0.015912231930094087,0.01537952231942854
34,0.014499328350293699,0.01567626720207563,0.014925309870290818
35,0.014315587890796613,0.01547135186878306,0.01500417144759723
36,0.01546990518510746,0.015474968038729343,0.01502973051412336
37,0.015370125273077632,0.014839403226062009,0.014218525788765556
38,0.015521146603256776,0.015450817495127857,0.015072329412108319
39,0.01507170746731232,0.015781010202543327,0.014438864276484525
40,0.014585005418585073,0.014932640891205745,0.01564929139979526
41,0.01605727233429555,0.015276108715342983,0.014700280035565698
42,0.014503159694963156,0.015369091337305813,0.015667362774522863
43,0.014527971161740061,0.015433378722730087,0.015068618417746319
44,0.01518728053995403,0.01599577734588401,0.015403851128627187
45,0.014953783306171406,0.015763397727889282,0.014832955480537844
46,0.014009833336580126,0.01535789251250986,0.014694721317508687
47,0.014291759756890643,0.014945226177872587,0.014635964579326935
48,0.014925129652525779,0.015387066459934639,0.015902070326714885
49,0.015223738787088334,0.01515841889923602,0.01529961199484226
50,0.015210306179108462,0.015555182242149999,0.015302906668610046
51,0.0138121517031455,0.01551285301471196,0.014803289150060425
52,0.014899859219005315,0.015680488468299676,0.015371047244055993
53,0.015394187636395974,0.015123364941575772,0.01565095296425284
54,0.014520127740901919,0.015329061298617996,0.01464315237442928
55,0.015555008839682494,0.015559195605984713,0.015504485504284632
56,0.014294834090716904,0.014810175600184921,0.014581173896763956
57,0.015148625378813375,0.015519091307579828,0.01443848153307799
58,0.014654029037692211,0.01571084651982953,0.014880222594045056
59,0.015335757316770253,0.015743853503155183,0.014347307487522366
60,0.014290737767627718,0.015573515168086074,0.014159642673632384
61,0.014664611559348834,0.015557244386580528,0.014829585378690693
62,0.014273864443115387,0.015272442576557719,0.014758154431854572
63,0.014045209228430791,0.015907614566290997,0.014403950675226684
64,0.01431027260128315,0.015141159362002337,0.014082071369660795
65,0.014489773600888786,0.01496471257352047,0.014863676741286583
66,0.014283746476475947,0.014550768660195956,0.014036374769263346
67,0.014934223410004667,0.015196276855494094,0.01352389397616026
68,0.015273061669357156,0.01527291807417671,0.014329688073734852
69,0.014540144743519218,0.01521951856561166,0.01410480394715907
70,0.014447913835467617,0.01565642166600776,0.014035826102323545
71,0.015230197783657048,0.015237660675039438,0.014061909507058925
72,0.014022377758851403,0.01557541164269171,0.013841278425713506
73,0.01420736693064413,0.016207515833811085,0.01414576326389836
74,0.01434207463796575,0.015678602957177604,0.014879128551019262
75,0.014092059154353671,0.015166864962432977,0.014680667971306
76,0.014012239700645105,0.01561279057527865,0.013819284474083583
77,0.01469869599072332,0.014432329476285564,0.012287082395117338
78,0.013894986975040402,0.015028862068921203,0.015784844806438048
79,0.013806429747548992,0.014767007566136964,0.015276513051783147
80,0.01397584992854997,0.015209085715293096,0.01384258625620217
81,0.013753312544926795,0.014197742245987542,0.014293708574935149
82,0.013897463604298138,0.015471851980471492,0.014402037500151874
83,0.013556157580255327,0.0139911350289597,0.014683047593045985
84,0.014490340737155544,0.014730971296465622,0.013731304070331634
85,0.01396071704862414,0.015257644917382301,0.014071490948352793
86,0.013659922912425234,0.0148599884052863,0.014445790985323843
87,0.013942213219503882,0.015488965778468807,0.013808922851543328
88,0.013894436161710329,0.014951697394510147,0.01474126960597647
