,Cholesky,Random,Column
2,0.8011557554451703,2.4787760388344418,1.6229279401594856
3,0.764712584135423,1.5642374845592502,0.9966720368665744
4,0.7512769314654724,1.8583675587133386,0.8116039563354978
5,0.7422745970077488,0.999254034697355,0.8239675349388812
6,0.6736393282748198,0.8328338348994304,0.8733440333505256
7,0.6664337054517945,0.549054984286456,0.5489460348819191
8,0.6443266896718248,0.5847884536381693,0.5524938125649862
9,0.6408717800514515,0.524942782186907,0.7169742177729567
10,0.6120168953069752,0.5338423071482651,0.5278967218327608
11,0.6065661379148453,0.4993761975312176,0.5961880800312449
12,0.5827946113987554,0.505018734824724,0.6241086852906801
13,0.5794390036288342,0.47531736235438804,0.3886852140353859
14,0.573839606358002,0.5711727974676367,0.44958284442507007
15,0.5718100254068276,0.3900542571839789,0.4255679195804836
16,0.5646963347828304,0.4497252721114325,0.4990266884664404
17,0.5548033321301663,0.4298090822080929,0.4000057297640151
18,0.5526175017888627,0.4196720397348838,0.39002166007117484
19,0.5501218211398002,0.48179319772102264,0.3794079151104817
20,0.5447137252613389,0.3752252137666361,0.3338768026580322
21,0.5355481498054971,0.31793902551542236,0.3142905294513016
22,0.5298407863084966,0.40330740213439353,0.36897019660108626
23,0.513303373354471,0.37227754322524365,0.33450578683651483
24,0.5098218246605845,0.3178125260154462,0.3053547355315792
25,0.506703543335465,0.3904959883696471,0.299391749810951
26,0.5046538124249578,0.33842128486390133,0.324107882397949
27,0.4948085477118709,0.33016669953566813,0.2937843897651473
28,0.46999768027206956,0.2973630317943484,0.29873139783996516
29,0.4699976802720707,0.3067795421126261,0.2891693874474423
30,0.4657160132721028,0.3158531642076876,0.2672103684076853
31,0.44981632881956973,0.2991063677469812,0.2717127505472331
32,0.44738511203579395,0.2682954924200432,0.28221858454968635
33,0.4437281121638895,0.28324666203951754,0.26647422108677554
34,0.44233747059416123,0.2906750977640304,0.2560868432565316
35,0.44010218422311026,0.2769058196139288,0.24201030977869042
36,0.4381138034056386,0.2750892509167609,0.24523556833233084
37,0.4171455245323015,0.2652201310890682,0.24321872348982274
38,0.40237316636589604,0.2791726666313397,0.21533739842048955
39,0.3952931376370169,0.27599360495898545,0.23942826026569533
40,0.3944036144251527,0.2563873289782254,0.2322457992984981
41,0.3921102827815516,0.2702014140940872,0.21763843810402989
42,0.3892329060683068,0.2511778045219468,0.23956703208281696
43,0.3865200084907607,0.2469032077995302,0.2027698130224504
44,0.3813178287691428,0.22999738394054509,0.22528436032196772
45,0.37945895654411715,0.2327188661766065,0.21011003083202665
46,0.3635493158425795,0.2395993321017331,0.20532509079938058
47,0.35715429581303204,0.2582035026675248,0.21802670927691414
48,0.3561893660535766,0.22349251499244996,0.2039264866607267
49,0.35075442950259084,0.23985184548048546,0.19413454712154193
50,0.348574709616842,0.23603278662608806,0.20311124233119895
51,0.3323098975248229,0.2225899722629805,0.18691819822239752
52,0.3282516406294745,0.23150092843293177,0.19546975906752087
53,0.3245484159608044,0.2206087967458347,0.1923248993617966
54,0.3231618391629689,0.21023146019197045,0.20476071478923066
55,0.32243517994680604,0.22051444053267089,0.1851253121514751
56,0.3208431617119925,0.19057248151381068,0.19072481186194465
57,0.31880836674448554,0.20404148577014627,0.18252318690906136
58,0.3158093999876445,0.2066040308079875,0.17401011844963582
59,0.31381360277238135,0.19929974165313682,0.18899457961436322
60,0.3114366668209275,0.19858668538669885,0.17368172605220814
61,0.31041305868492486,0.22259864097086485,0.1627687853338905
62,0.3079596546695283,0.19383157980398621,0.1668358506561629
63,0.30290778928135276,0.1997866843753278,0.1768300966468811
64,0.3022069951066354,0.18546091734528458,0.15531673147184782
65,0.30123697838734487,0.193651036805528,0.17793110965828826
66,0.29787470782058095,0.20411612224512402,0.14794487888411909
67,0.2965529593446931,0.18306827736621317,0.15762850322274147
68,0.29422232022702555,0.16517900191240426,0.1610034537347969
69,0.2930910717864503,0.18146984946815117,0.15636232780011172
70,0.2883963854768724,0.18580511535596025,0.15359362129064552
71,0.2846785146479134,0.18254956575633058,0.1576432138677234
72,0.28247722124100627,0.18230342377108696,0.14976532769844436
73,0.2815310479172321,0.16864061583318168,0.14244419310380807
74,0.2788956955823736,0.18119375945168065,0.15018373416017125
75,0.27705035221291613,0.19444119167683996,0.13975450591319613
76,0.27605900203704237,0.18638416861626256,0.14654093090889111
77,0.27248211788136384,0.17456186729773446,0.1380865103153455
78,0.2708846752088692,0.18274745728127026,0.14703648104326708
79,0.26984112148755646,0.18083479546328007,0.13766807714730087
80,0.2691208083817575,0.15908735137133273,0.14447886169115243
81,0.26425800398139754,0.1700434758027712,0.1320857292037962
82,0.2617021111437145,0.1638097075090452,0.14187988700687165
83,0.26023739819698505,0.16130725844398885,0.13103508265922922
84,0.2551284628720613,0.15902711734758831,0.12718501531641385
85,0.2535482507876908,0.15286387875770668,0.12926009655391893
86,0.251030824659684,0.14739791843774142,0.1299372533417787
87,0.24651628851134333,0.15982296086882425,0.12044864026070624
88,0.24506682832345558,0.15794027047027506,0.12301075580806664
89,0.24031089942175554,0.14930883389728003,0.11827043673460139
90,0.23399830521147186,0.14865749873656448,0.1147148905405908
91,0.2318287067872387,0.14445615510042903,0.12458409611555313
92,0.2298645713391969,0.14681226725975108,0.11021960447565886
93,0.22782638957769724,0.14328502447630195,0.11568758505625486
94,0.22406598655623575,0.13817548240199265,0.11657383900907109
95,0.2222968500902807,0.14778477884423108,0.11835615772569762
96,0.2217782297569478,0.14627398866566826,0.11111826846606628
97,0.22074810687078747,0.13219992706566738,0.11287941074921776
98,0.21941361322174674,0.13637966774665677,0.10922710889538562
99,0.2187130766057457,0.13157666984516897,0.1139775179011023
100,0.21785313864863956,0.13418649923468665,0.10824275132265374
101,0.21718249644565008,0.13355704423991485,0.10848196314894448
102,0.21644878256034544,0.1401749817651365,0.10052805895808088
103,0.21413809658759564,0.13037148544808053,0.10029164589445147
104,0.21327971245742275,0.13289620805930008,0.0995890741164429
105,0.212866183816707,0.11715137129539235,0.10507783194819549
106,0.21129774023444275,0.11844900616221907,0.10060430481996858
107,0.21022814685315414,0.12194233092890579,0.09576524864231035
