,Recursive RLS Sampling,Uniform Sampling,Column Norm Sampling
2,0.01061591036594816,0.01507252087982635,0.007067018622355368
3,0.012164656178569854,0.016823579514396832,0.017154745792844393
4,0.025188089419269928,0.020135135440339163,0.02298363970430019
5,0.02391313743104473,0.023157277908695352,0.02441647162131419
6,0.02506850911929801,0.02394704359319254,0.02538471814810238
7,0.026227879968204918,0.018768041974902384,0.025448780914167607
8,0.027052390362167528,0.027637747615629007,0.024625897540239663
9,0.026094807828606334,0.029205129420157842,0.027743371766222987
10,0.026115710427140507,0.028106901045092492,0.02756594708324708
11,0.02840187021775719,0.028236116242249924,0.02796920840873141
12,0.02520285880471123,0.026447070151478853,0.028943852716253243
13,0.028888136566416398,0.02934231785739605,0.02914323034701028
14,0.02939067643284514,0.027221553998028374,0.030179049428246063
15,0.02856494344554711,0.026464375776944157,0.02970439462528426
16,0.029409724977790062,0.028590703859067357,0.03021926866478974
17,0.02812402794616738,0.030657708030004765,0.03032539622170086
18,0.031111182308312293,0.028506054373960813,0.029539404060170922
19,0.03051326847540233,0.029636541933476843,0.029702218182497832
20,0.02948272899099999,0.029613635661707164,0.02929687750153725
21,0.030168247627884913,0.03113694069394509,0.03029483633910945
22,0.02957324692304192,0.028147371179499676,0.02822017664690666
23,0.02917754799077387,0.02998228800523794,0.03106734037050935
24,0.030920641532426095,0.029981772622322184,0.03058365645667711
25,0.030638602624388257,0.029655750983757997,0.03058318298516836
26,0.030666915078420637,0.030016061186660205,0.030648526707096956
27,0.03011408478870863,0.030495449931584925,0.030827184153496345
28,0.031379553864718544,0.03030454621891469,0.03141465762353753
29,0.030710378982917078,0.030115380098855855,0.030084443289348804
30,0.02964470463885378,0.03001128901806853,0.031182012172772722
31,0.03085442418092133,0.030187918186150825,0.031021151271654064
32,0.03070736953522299,0.030301009146302557,0.03135788177015838
33,0.02992019801627985,0.030217286416278143,0.030734205091169736
34,0.030802590503277154,0.029677523888359654,0.03027953776444821
35,0.030679021381152746,0.029325843639752096,0.029866642193727252
36,0.03079899849276115,0.029669984764521783,0.030640584315150692
37,0.029842014947238232,0.02924170545483582,0.030661632624506982
38,0.029797407999665286,0.029987211532759076,0.030194269463732
39,0.030354124457141675,0.02949961316374368,0.030387434514992363
40,0.030063668332603544,0.030048466951412427,0.030223757024450112
41,0.030231278140173144,0.02988318878225214,0.030274175908011323
42,0.02980521004910905,0.029296546983705974,0.03032145793750257
43,0.029995354203810144,0.029323448965240487,0.029873491690290348
44,0.029867854339020852,0.029102660826032262,0.030001496175855433
45,0.029962280474124758,0.029068304461802138,0.02967237245648408
46,0.029768438230579747,0.02967013124001206,0.029410902148803514
47,0.029527315384037908,0.029527515925123003,0.0292757001473164
48,0.02943845662904427,0.02945228583682981,0.029632758827033576
49,0.029487855015428346,0.02881304486098304,0.029540934864011416
50,0.02935669568246201,0.02882913535194571,0.029436907938802697
51,0.02932815901498386,0.02910473601498687,0.029295687242740846
52,0.029374833306917605,0.029031221942226196,0.029509789793373632
53,0.029160558689452727,0.028505202584229727,0.028717433549692122
54,0.02902255641180371,0.02891920246561521,0.02886959656964178
55,0.028793617001791273,0.02795561549315202,0.029195655699848586
56,0.02906945968280844,0.028310018168515392,0.028635891061919543
57,0.028868228489964905,0.028289106483241778,0.028936803928490955
58,0.028707178151688436,0.028509067719533505,0.0287171046869878
59,0.02860313800878902,0.027834757648370782,0.028523269496812595
60,0.028480974813651982,0.027866668425836034,0.028415708474896176
61,0.02852160720258314,0.027963731605556243,0.02843671507114408
62,0.02825357129272736,0.027871481403248098,0.02832401032617487
63,0.028098491353824178,0.02792128237174104,0.028265194619771495
64,0.027841571252662376,0.02781878887159431,0.028157437316248812
65,0.028086271949557755,0.027633491860456313,0.028015933400296938
66,0.027847835858976808,0.027712972093661258,0.027919569684641293
67,0.027557946677942313,0.027509826907589015,0.027757976382631024
68,0.027506859330981966,0.027440869550022468,0.0277642024085544
69,0.02751365150197306,0.027033152639681104,0.027715075329542063
70,0.027432835013058356,0.027095941853413852,0.027419517814315886
71,0.027147139218197208,0.026870835183847412,0.027310289779515034
72,0.027383277631408545,0.026911635231042418,0.027279004625393365
73,0.0271538456930597,0.026849055789819328,0.027072443717716995
74,0.02690879809105733,0.026815149517192594,0.026935414937484595
75,0.026670808447831866,0.02667782692480009,0.0270155880883788
76,0.02668337620530486,0.026468515912335417,0.026844829101339698
77,0.02678102238064543,0.02636780976575257,0.026576804655862322
78,0.026665310176904627,0.026172485827345892,0.0266921428458819
79,0.026352480346703167,0.026015644609809478,0.026583354890959764
80,0.026191516050208242,0.02606042522635394,0.026319738783041877
81,0.026158306878371507,0.02600444359411478,0.026262718283455878
82,0.026192546553673708,0.025893585231667095,0.0261888126573857
83,0.026091827285333154,0.02571055193413306,0.02610745006750487
84,0.02596116463314,0.02546490727925706,0.025880567909149117
85,0.025792321769445667,0.025599872464292562,0.025891915132391228
86,0.025763578192220134,0.025454163014479093,0.025761576090665917
87,0.025478001184957556,0.025306035897074006,0.025644778441465056
88,0.02553862122194237,0.025277014925381,0.025406165585096296
89,0.02539293891201055,0.025105023900873095,0.02531521474194821
90,0.025303636788246514,0.024979240684916564,0.025180780081300355
91,0.025027530987637023,0.024709790115886827,0.025193797577270968
92,0.025084523864201562,0.024681355467783134,0.02494028302195993
93,0.024963297778149186,0.024702770894126768,0.024838398234295542
94,0.024889996926575966,0.02449690864685025,0.02481618566022048
95,0.024805318168945798,0.02437311188709933,0.024770699481622468
96,0.024509542246284082,0.02422845970386459,0.024550474534015883
97,0.024531373935356447,0.024068685240010153,0.02444041887032405
